origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.3,8.369411487605877
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.3,5.785027272767746
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.3,3.948986758155062
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.3,2.6408945352740893
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.35,8.570967375403486
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.35,5.941745051136117
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.35,4.053178040925452
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.35,2.7294624216945533
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.4,8.739606717312816
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.4,6.1040530456561735
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.4,4.195457791847038
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.4,2.839448686299775
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.45,8.927104555088771
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.45,6.284863078119169
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.45,4.333825198416802
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.45,2.9688470803457405
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.5,9.144958211645605
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.5,6.453401681160823
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.5,4.46183579359904
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.5,3.05271705970081
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.55,9.35568491172353
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.55,6.633667548858774
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.55,4.626820253680873
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.55,3.153416437414943
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.6,9.52929278921919
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.6,6.805807168598599
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.6,4.76253082153063
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.6,3.300200246584177
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.65,9.739411109104315
